,location_ref,location_code,location_name,admin1_ref,admin1_code,admin1_name,admin2_ref,admin2_code,admin2_name,resource_hdx_id,org_acronym,org_name,sector_code,sector_name,reference_period_start,reference_period_end,org_type_code,org_type_description
335,1,AFG,Afghanistan,1,AF01,Kabul,14,AF0114,Qara Bagh,6bf7a159-c6dd-4afb-ac66-31ee04568d27,UNICEF,United Nations Children's Fund,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
336,1,AFG,Afghanistan,1,AF01,Kabul,14,AF0114,Qara Bagh,6bf7a159-c6dd-4afb-ac66-31ee04568d27,UNICEF,United Nations Children's Fund,WSH,Water Sanitation Hygiene,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
337,1,AFG,Afghanistan,1,AF01,Kabul,14,AF0114,Qara Bagh,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WSTA,Watan Social and Technical Services Association,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
338,1,AFG,Afghanistan,1,AF01,Kabul,14,AF0114,Qara Bagh,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WSTA,Watan Social and Technical Services Association,SHL,Emergency Shelter and NFI,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
339,1,AFG,Afghanistan,1,AF01,Kabul,15,AF0115,Surobi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,AKHS,Aga Khan Health Service,NUT,Nutrition,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
340,1,AFG,Afghanistan,1,AF01,Kabul,15,AF0115,Surobi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,ARWEO,Afghanistan Rehabilitation and Women Education Organization,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
341,1,AFG,Afghanistan,1,AF01,Kabul,15,AF0115,Surobi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,CHA,Coordination of Humanitarian Assistance,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
342,1,AFG,Afghanistan,1,AF01,Kabul,15,AF0115,Surobi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,DAFA,Demining Agency For Afghanistan,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
343,1,AFG,Afghanistan,1,AF01,Kabul,15,AF0115,Surobi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,DRC,Danish Refugee Council,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
344,1,AFG,Afghanistan,1,AF01,Kabul,15,AF0115,Surobi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,DRC,Danish Refugee Council,SHL,Emergency Shelter and NFI,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
345,1,AFG,Afghanistan,1,AF01,Kabul,15,AF0115,Surobi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,FAO,Food and Agriculture Organization,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
346,1,AFG,Afghanistan,1,AF01,Kabul,15,AF0115,Surobi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,FCDO,Friends Community Development Organization,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
347,1,AFG,Afghanistan,1,AF01,Kabul,15,AF0115,Surobi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,INTERSOS,INTERSOS - Humanitarian Aid Organization,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
348,1,AFG,Afghanistan,1,AF01,Kabul,15,AF0115,Surobi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,IOM,International Organization for Migration,WSH,Water Sanitation Hygiene,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
349,1,AFG,Afghanistan,1,AF01,Kabul,15,AF0115,Surobi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,MAPWO,Move Against Poverty Women Organization,EDU,Education,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
350,1,AFG,Afghanistan,1,AF01,Kabul,15,AF0115,Surobi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,NAC,Norwegian Afghanistan Committee,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
351,1,AFG,Afghanistan,1,AF01,Kabul,15,AF0115,Surobi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,OCCD,Organization for Community Coordination of Development,EDU,Education,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
352,1,AFG,Afghanistan,1,AF01,Kabul,15,AF0115,Surobi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,PUI,Première Urgence Internationale,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
353,1,AFG,Afghanistan,1,AF01,Kabul,15,AF0115,Surobi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,PUI,Première Urgence Internationale,NUT,Nutrition,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
354,1,AFG,Afghanistan,1,AF01,Kabul,15,AF0115,Surobi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,PUI,Première Urgence Internationale,WSH,Water Sanitation Hygiene,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
355,1,AFG,Afghanistan,1,AF01,Kabul,15,AF0115,Surobi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,SCI,Save the Children International,SHL,Emergency Shelter and NFI,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
356,1,AFG,Afghanistan,1,AF01,Kabul,15,AF0115,Surobi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,UNICEF,United Nations Children's Fund,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
357,1,AFG,Afghanistan,1,AF01,Kabul,15,AF0115,Surobi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,UNICEF,United Nations Children's Fund,NUT,Nutrition,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
358,1,AFG,Afghanistan,1,AF01,Kabul,15,AF0115,Surobi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,UNICEF,United Nations Children's Fund,WSH,Water Sanitation Hygiene,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
359,1,AFG,Afghanistan,1,AF01,Kabul,15,AF0115,Surobi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WDIO,Watan Development and Initiative Organization,EDU,Education,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
360,1,AFG,Afghanistan,1,AF01,Kabul,15,AF0115,Surobi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WHO,World Health Organization,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
361,1,AFG,Afghanistan,1,AF01,Kabul,15,AF0115,Surobi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WHO,World Health Organization,NUT,Nutrition,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
362,1,AFG,Afghanistan,1,AF01,Kabul,15,AF0115,Surobi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WSTA,Watan Social and Technical Services Association,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
363,1,AFG,Afghanistan,1,AF01,Kabul,15,AF0115,Surobi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WSTA,Watan Social and Technical Services Association,SHL,Emergency Shelter and NFI,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
364,1,AFG,Afghanistan,2,AF02,Kapisa,16,AF0201,Mahmood-e-Raqi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,AOAD,Accessibility Organization for Afghan Disabled,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
365,1,AFG,Afghanistan,2,AF02,Kapisa,16,AF0201,Mahmood-e-Raqi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,AYEHO,Afghan Youth Education and Health Organization,EDU,Education,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
366,1,AFG,Afghanistan,2,AF02,Kapisa,16,AF0201,Mahmood-e-Raqi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,CARE,Care International in Afghanistan,EDU,Education,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
367,1,AFG,Afghanistan,2,AF02,Kapisa,16,AF0201,Mahmood-e-Raqi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,CHA,Coordination of Humanitarian Assistance,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
368,1,AFG,Afghanistan,2,AF02,Kapisa,16,AF0201,Mahmood-e-Raqi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,DHSA,Development and Humanitarian Services for Afghanistan,SHL,Emergency Shelter and NFI,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
369,1,AFG,Afghanistan,2,AF02,Kapisa,16,AF0201,Mahmood-e-Raqi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,DRC,Danish Refugee Council,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
370,1,AFG,Afghanistan,2,AF02,Kapisa,16,AF0201,Mahmood-e-Raqi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,EMERGENCY,EMERGENCY NGO,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
371,1,AFG,Afghanistan,2,AF02,Kapisa,16,AF0201,Mahmood-e-Raqi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,EMERGENCY,EMERGENCY NGO,NUT,Nutrition,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
372,1,AFG,Afghanistan,2,AF02,Kapisa,16,AF0201,Mahmood-e-Raqi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,HEERO,Humanitarian Economic Empowerment and Relief Organization,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
373,1,AFG,Afghanistan,2,AF02,Kapisa,16,AF0201,Mahmood-e-Raqi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,HN-TPO,Health Net - Trans cultural Psychosocial Organization,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
374,1,AFG,Afghanistan,2,AF02,Kapisa,16,AF0201,Mahmood-e-Raqi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,MOVE,MOVE Welfare Organization,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
375,1,AFG,Afghanistan,2,AF02,Kapisa,16,AF0201,Mahmood-e-Raqi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,NAC,Norwegian Afghanistan Committee,NUT,Nutrition,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
376,1,AFG,Afghanistan,2,AF02,Kapisa,16,AF0201,Mahmood-e-Raqi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,NAC,Norwegian Afghanistan Committee,SHL,Emergency Shelter and NFI,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
377,1,AFG,Afghanistan,2,AF02,Kapisa,16,AF0201,Mahmood-e-Raqi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,OHPM,Organization of Health and Program Management,NUT,Nutrition,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
378,1,AFG,Afghanistan,2,AF02,Kapisa,16,AF0201,Mahmood-e-Raqi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,OPHCD,Organization for Promotion of Health & Community Development,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
379,1,AFG,Afghanistan,2,AF02,Kapisa,16,AF0201,Mahmood-e-Raqi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,OPHCD,Organization for Promotion of Health & Community Development,NUT,Nutrition,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
380,1,AFG,Afghanistan,2,AF02,Kapisa,16,AF0201,Mahmood-e-Raqi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,TSDO,Tawhid Social and Development Organization,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
381,1,AFG,Afghanistan,2,AF02,Kapisa,16,AF0201,Mahmood-e-Raqi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,UNFPA,United Nations Population Fund,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
382,1,AFG,Afghanistan,2,AF02,Kapisa,16,AF0201,Mahmood-e-Raqi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,UNICEF,United Nations Children's Fund,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
383,1,AFG,Afghanistan,2,AF02,Kapisa,16,AF0201,Mahmood-e-Raqi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,UNICEF,United Nations Children's Fund,WSH,Water Sanitation Hygiene,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
384,1,AFG,Afghanistan,2,AF02,Kapisa,16,AF0201,Mahmood-e-Raqi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WC-UK,War Child UK,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
385,1,AFG,Afghanistan,2,AF02,Kapisa,16,AF0201,Mahmood-e-Raqi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WFP,World Food Programme,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
386,1,AFG,Afghanistan,2,AF02,Kapisa,16,AF0201,Mahmood-e-Raqi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WSTA,Watan Social and Technical Services Association,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
387,1,AFG,Afghanistan,2,AF02,Kapisa,16,AF0201,Mahmood-e-Raqi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WSTA,Watan Social and Technical Services Association,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
388,1,AFG,Afghanistan,2,AF02,Kapisa,16,AF0201,Mahmood-e-Raqi,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WSTA,Watan Social and Technical Services Association,SHL,Emergency Shelter and NFI,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
389,1,AFG,Afghanistan,2,AF02,Kapisa,17,AF0202,Hisa-e-Duwum-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,AYEHO,Afghan Youth Education and Health Organization,EDU,Education,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
390,1,AFG,Afghanistan,2,AF02,Kapisa,17,AF0202,Hisa-e-Duwum-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,CARE,Care International in Afghanistan,EDU,Education,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
391,1,AFG,Afghanistan,2,AF02,Kapisa,17,AF0202,Hisa-e-Duwum-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,CHA,Coordination of Humanitarian Assistance,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
392,1,AFG,Afghanistan,2,AF02,Kapisa,17,AF0202,Hisa-e-Duwum-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,DHSA,Development and Humanitarian Services for Afghanistan,SHL,Emergency Shelter and NFI,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
393,1,AFG,Afghanistan,2,AF02,Kapisa,17,AF0202,Hisa-e-Duwum-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,DRC,Danish Refugee Council,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
394,1,AFG,Afghanistan,2,AF02,Kapisa,17,AF0202,Hisa-e-Duwum-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,HEERO,Humanitarian Economic Empowerment and Relief Organization,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
395,1,AFG,Afghanistan,2,AF02,Kapisa,17,AF0202,Hisa-e-Duwum-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,NAC,Norwegian Afghanistan Committee,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
396,1,AFG,Afghanistan,2,AF02,Kapisa,17,AF0202,Hisa-e-Duwum-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,NAC,Norwegian Afghanistan Committee,SHL,Emergency Shelter and NFI,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
397,1,AFG,Afghanistan,2,AF02,Kapisa,17,AF0202,Hisa-e-Duwum-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,OHPM,Organization of Health and Program Management,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
398,1,AFG,Afghanistan,2,AF02,Kapisa,17,AF0202,Hisa-e-Duwum-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,OHPM,Organization of Health and Program Management,NUT,Nutrition,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
399,1,AFG,Afghanistan,2,AF02,Kapisa,17,AF0202,Hisa-e-Duwum-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,UNICEF,United Nations Children's Fund,WSH,Water Sanitation Hygiene,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
400,1,AFG,Afghanistan,2,AF02,Kapisa,17,AF0202,Hisa-e-Duwum-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WHO,World Health Organization,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
401,1,AFG,Afghanistan,2,AF02,Kapisa,17,AF0202,Hisa-e-Duwum-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WSTA,Watan Social and Technical Services Association,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
402,1,AFG,Afghanistan,2,AF02,Kapisa,17,AF0202,Hisa-e-Duwum-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WSTA,Watan Social and Technical Services Association,SHL,Emergency Shelter and NFI,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
403,1,AFG,Afghanistan,2,AF02,Kapisa,18,AF0203,Koh Band,6bf7a159-c6dd-4afb-ac66-31ee04568d27,AYEHO,Afghan Youth Education and Health Organization,EDU,Education,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
404,1,AFG,Afghanistan,2,AF02,Kapisa,18,AF0203,Koh Band,6bf7a159-c6dd-4afb-ac66-31ee04568d27,CARE,Care International in Afghanistan,SHL,Emergency Shelter and NFI,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
405,1,AFG,Afghanistan,2,AF02,Kapisa,18,AF0203,Koh Band,6bf7a159-c6dd-4afb-ac66-31ee04568d27,CHA,Coordination of Humanitarian Assistance,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
406,1,AFG,Afghanistan,2,AF02,Kapisa,18,AF0203,Koh Band,6bf7a159-c6dd-4afb-ac66-31ee04568d27,DHSA,Development and Humanitarian Services for Afghanistan,SHL,Emergency Shelter and NFI,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
407,1,AFG,Afghanistan,2,AF02,Kapisa,18,AF0203,Koh Band,6bf7a159-c6dd-4afb-ac66-31ee04568d27,DRC,Danish Refugee Council,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
408,1,AFG,Afghanistan,2,AF02,Kapisa,18,AF0203,Koh Band,6bf7a159-c6dd-4afb-ac66-31ee04568d27,HEERO,Humanitarian Economic Empowerment and Relief Organization,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
409,1,AFG,Afghanistan,2,AF02,Kapisa,18,AF0203,Koh Band,6bf7a159-c6dd-4afb-ac66-31ee04568d27,NAC,Norwegian Afghanistan Committee,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
410,1,AFG,Afghanistan,2,AF02,Kapisa,18,AF0203,Koh Band,6bf7a159-c6dd-4afb-ac66-31ee04568d27,NAC,Norwegian Afghanistan Committee,NUT,Nutrition,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
411,1,AFG,Afghanistan,2,AF02,Kapisa,18,AF0203,Koh Band,6bf7a159-c6dd-4afb-ac66-31ee04568d27,NAC,Norwegian Afghanistan Committee,SHL,Emergency Shelter and NFI,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
412,1,AFG,Afghanistan,2,AF02,Kapisa,18,AF0203,Koh Band,6bf7a159-c6dd-4afb-ac66-31ee04568d27,OHPM,Organization of Health and Program Management,NUT,Nutrition,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
413,1,AFG,Afghanistan,2,AF02,Kapisa,18,AF0203,Koh Band,6bf7a159-c6dd-4afb-ac66-31ee04568d27,UNICEF,United Nations Children's Fund,WSH,Water Sanitation Hygiene,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
414,1,AFG,Afghanistan,2,AF02,Kapisa,18,AF0203,Koh Band,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WSTA,Watan Social and Technical Services Association,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
415,1,AFG,Afghanistan,2,AF02,Kapisa,18,AF0203,Koh Band,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WSTA,Watan Social and Technical Services Association,SHL,Emergency Shelter and NFI,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
416,1,AFG,Afghanistan,2,AF02,Kapisa,19,AF0204,Hisa-e-Awal-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,AYEHO,Afghan Youth Education and Health Organization,EDU,Education,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
417,1,AFG,Afghanistan,2,AF02,Kapisa,19,AF0204,Hisa-e-Awal-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,CARE,Care International in Afghanistan,EDU,Education,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
418,1,AFG,Afghanistan,2,AF02,Kapisa,19,AF0204,Hisa-e-Awal-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,CHA,Coordination of Humanitarian Assistance,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
419,1,AFG,Afghanistan,2,AF02,Kapisa,19,AF0204,Hisa-e-Awal-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,DAFA,Demining Agency For Afghanistan,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
420,1,AFG,Afghanistan,2,AF02,Kapisa,19,AF0204,Hisa-e-Awal-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,DHSA,Development and Humanitarian Services for Afghanistan,SHL,Emergency Shelter and NFI,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
421,1,AFG,Afghanistan,2,AF02,Kapisa,19,AF0204,Hisa-e-Awal-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,DRC,Danish Refugee Council,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
422,1,AFG,Afghanistan,2,AF02,Kapisa,19,AF0204,Hisa-e-Awal-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,EMERGENCY,EMERGENCY NGO,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
423,1,AFG,Afghanistan,2,AF02,Kapisa,19,AF0204,Hisa-e-Awal-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,FAO,Food and Agriculture Organization,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
424,1,AFG,Afghanistan,2,AF02,Kapisa,19,AF0204,Hisa-e-Awal-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,HEERO,Humanitarian Economic Empowerment and Relief Organization,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
425,1,AFG,Afghanistan,2,AF02,Kapisa,19,AF0204,Hisa-e-Awal-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,NAC,Norwegian Afghanistan Committee,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
426,1,AFG,Afghanistan,2,AF02,Kapisa,19,AF0204,Hisa-e-Awal-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,NAC,Norwegian Afghanistan Committee,SHL,Emergency Shelter and NFI,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
427,1,AFG,Afghanistan,2,AF02,Kapisa,19,AF0204,Hisa-e-Awal-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,OHPM,Organization of Health and Program Management,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
428,1,AFG,Afghanistan,2,AF02,Kapisa,19,AF0204,Hisa-e-Awal-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,OHPM,Organization of Health and Program Management,NUT,Nutrition,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
429,1,AFG,Afghanistan,2,AF02,Kapisa,19,AF0204,Hisa-e-Awal-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,UNICEF,United Nations Children's Fund,WSH,Water Sanitation Hygiene,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
430,1,AFG,Afghanistan,2,AF02,Kapisa,19,AF0204,Hisa-e-Awal-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WHO,World Health Organization,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
431,1,AFG,Afghanistan,2,AF02,Kapisa,19,AF0204,Hisa-e-Awal-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WSTA,Watan Social and Technical Services Association,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
432,1,AFG,Afghanistan,2,AF02,Kapisa,19,AF0204,Hisa-e-Awal-e-Kohistan,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WSTA,Watan Social and Technical Services Association,SHL,Emergency Shelter and NFI,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
433,1,AFG,Afghanistan,2,AF02,Kapisa,20,AF0205,Nijrab,6bf7a159-c6dd-4afb-ac66-31ee04568d27,AFGA,Afghan Family Guidance Association,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
434,1,AFG,Afghanistan,2,AF02,Kapisa,20,AF0205,Nijrab,6bf7a159-c6dd-4afb-ac66-31ee04568d27,AGFA,Afghan Girls Financial Assistance,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
435,1,AFG,Afghanistan,2,AF02,Kapisa,20,AF0205,Nijrab,6bf7a159-c6dd-4afb-ac66-31ee04568d27,AYEHO,Afghan Youth Education and Health Organization,EDU,Education,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
436,1,AFG,Afghanistan,2,AF02,Kapisa,20,AF0205,Nijrab,6bf7a159-c6dd-4afb-ac66-31ee04568d27,CARE,Care International in Afghanistan,SHL,Emergency Shelter and NFI,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
